Obs,PhoneType,Email,NumberofCampaigns,ProdActive,ProdBought,Socieconomic Status,Province,Right Address,Living Area (m^2),Estimated number of cars,Probability of Second Residence,Number of Mobile Phones,Number of Fixed Lines,ADSL,3G Devices,Type of House,House Price_imp,Income_imp,House Insurance_imp,Pension Plan_imp,Credit_imp,Savings_imp,tenureYrs,tenureYrs_z,tenureGrp,ageYrs,ageGrp,builtYrs,builtYrs_z,builtYrsGrp,livingArea_z,livingAreaGrp,HousePrice_imp_z,HousePrice_impGrp,HouseInsurance_imp_z,HouseInsurance_impGrp,Income_imp_z,Income_impGrp,PensionPlan_imp_z,PensionPlan_impGrp,Savings_imp_z,Savings_impGrp,Credit_imp_z,Credit_impGrp
5605,FIXED / LAND PHONE,0,2,0,0,Medium,LA,Right,351.48199999999997,two,Medium,0.0,0.0,0.0,0.0,Rustic,668166.482295,183130.99370999998,23476.4154,117045.25389600001,53613.743562,11588.971320000002,8,0.9030899869919435,up_10yrs,45.0,40-55yrs,12.0,1.0791812460476249,10-20yrs,5.864999557118734,300-400m2,5.8248846860291,500-750k,4.3706317854697385,>10k,5.262761851992144,>100k,5.068353808049154,100-250k,9.357895461783713,up_25k,4.729276132753327,50-100k
5606,MOBILE PHONE,0,2,0,0,Medium,LA,Right,1284.792,Three,High,2.0,2.0,1.0,0.0,Rustic,1807562.125395,496026.55431000004,63705.8394,316702.466696,145247.464362,12007.17432,7,0.8450980400142568,up_10yrs,59.0,55-65yrs,20.0,1.3010299956639813,10-20yrs,7.159130149880796,>900m2,6.2570932328006315,>1MM,4.804179242429006,>10k,5.695504926654735,>100k,5.500651445968342,250-500k,9.393342890196601,up_25k,5.1621085594912595,100-250k
5607,MOBILE PHONE,0,2,0,0,Medium,CO,Right,201.68340000000003,None,Low,2.0,0.0,1.0,1.0,Urban,343060.16179499996,24806.777309999998,6040.3554,46309.012296,18476.407362,30111.61932,8,0.9030899869919435,up_10yrs,41.0,40-55yrs,37.0,1.568201724066995,30-40yrs,5.311645155679164,200-300m2,5.535370288102401,250-500k,3.781062492216834,5-7.5k,4.394570348012962,up_25k,4.665665518221892,25-50k,10.312699609389332,25-50k,4.266617528867778,up_25k
5608,MOBILE PHONE,0,2,0,0,Medium,BA,Right,136.412,One,Low,1.0,1.0,1.0,1.0,Rustic,251110.938195,68601.11391,4052.7414,43964.280296,20072.848962,61216.21332000001,8,0.9030899869919435,10-15yrs,44.0,40-55yrs,40.0,1.6020599913279623,30-40yrs,4.922983712219203,100-200m2,5.399865630651063,250-500k,3.6077488928766366,2.5-5k,4.836331167616938,60-80k,4.6430999680653855,25-50k,11.022183692351977,50-100k,4.302609016765848,up_25k
5609,FIXED / LAND PHONE,0,2,0,0,Medium,GI,Right,179.292,None,Low,2.0,2.0,1.0,1.0,Urban,290527.033095,29232.237509999995,6029.1414,101270.291496,14031.015162,0.0,7,0.8450980400142568,>25yrs,66.0,65-75yrs,40.0,1.6020599913279623,30-40yrs,5.19457775873125,100-200m2,5.463186549042222,250-500k,3.780255469388595,5-7.5k,4.465862058636793,25-40k,5.0054820600526915,100-250k,0.0,up_25k,4.147089093929669,up_25k
5610,MOBILE PHONE,0,2,0,0,High,ZA,Right,91.9508,None,Low,0.0,0.0,0.0,1.0,Rustic,104559.990795,64348.05951,3576.767400000001,18284.091496000005,8286.792162000002,0.0,8,0.9030899869919435,up_10yrs,56.0,55-65yrs,59.0,1.7708520116421442,50-60yrs,4.532070320908253,up_100m2,5.01936553633912,100-250k,3.5534906985551693,2.5-5k,4.8085354547865435,60-80k,4.262073385889471,up_25k,0.0,up_25k,3.9183864465994085,up_25k
5611,FIXED / LAND PHONE,0,2,0,0,Low,VA,Right,107.8566,None,Low,2.0,1.0,0.0,0.0,Urban,67085.24179500001,18064.83231,2253.6234,11717.341096,5272.947762,0.0,8,0.9030899869919435,15-20yrs,55.0,40-55yrs,53.0,1.724275869600789,50-60yrs,4.690031419742258,100-200m2,4.826626989439466,up_100k,3.352881343401801,up_2.5k,4.256833934507435,up_25k,4.0688290725743,up_25k,0.0,up_25k,3.7220534688874056,up_25k
5612,MOBILE PHONE,0,2,0,0,High,LA,Right,147.132,two,Low,1.0,1.0,0.0,1.0,Urban,446720.64079499996,122318.55531,15657.665399999998,21118.352296,35804.401362000004,53887.90032000001,7,0.8450980400142568,10-15yrs,72.0,65-75yrs,25.0,1.3979400086720377,20-30yrs,4.998103768156767,100-200m2,5.650036019577887,250-500k,4.194727008074313,>10k,5.087492343033758,>100k,4.324660030496706,up_25k,10.89467980470709,50-100k,4.553936416859993,25-50k
5613,MOBILE PHONE,0,2,0,0,Medium,MA,Right,197.8376,One,Low,3.0,1.0,1.0,0.0,Urban,248328.64309499995,67837.06251,8652.9114,43476.78829600001,21076.578162,16018.105320000004,7,0.8450980400142568,10-15yrs,53.0,40-55yrs,22.0,1.3424226808222062,20-30yrs,5.292488411147594,100-200m2,5.395026815489585,100-250k,3.937162256854049,7.5-10k,4.8314670337752155,60-80k,4.638257454530115,25-50k,9.681537371372423,up_25k,4.323800103410064,up_25k
5614,MOBILE PHONE,0,2,0,0,Very High,BA,Right,94.4834,None,Low,1.0,0.0,1.0,0.0,Urban,148461.84229499998,41891.00391,5126.8373999999985,25977.031496000003,11817.507162000002,0.0,7,0.8450980400142568,up_10yrs,66.0,65-75yrs,46.0,1.662757831681574,40-50yrs,4.558952410388363,up_100m2,5.171614845503937,100-250k,3.709849543810097,5-7.5k,4.622120768271199,40-60k,4.414589520926181,25-50k,0.0,up_25k,4.0725258741791945,up_25k
5615,MOBILE PHONE,0,2,0,0,Medium,TA,Right,94.738,None,Low,2.0,2.0,1.0,1.0,Urban,188598.540195,41776.016310000006,4233.839400000002,53907.294696,18503.983962000002,45818.51832000001,8,0.9030899869919435,up_10yrs,43.0,40-55yrs,41.0,1.6127838567197355,40-50yrs,4.561615293835993,up_100m2,5.275538326854599,100-250k,3.6267343801319933,2.5-5k,4.620927024034155,40-60k,4.731647537577489,50-100k,10.732465443512249,25-50k,4.267265243345684,up_25k
5616,FIXED / LAND PHONE,0,32,0,4,High,BA,Right,89.00280000000002,None,Low,2.0,1.0,1.0,0.0,Urban,151420.117095,16488.54711,5231.2914,26495.397096000004,12055.413762,0.0,24,1.380211241711606,up_10yrs,61.0,55-65yrs,65.0,1.8129133566428555,>60yrs,4.4998407809574354,up_100m2,5.18018357769351,100-250k,3.718608912320925,5-7.5k,4.217182389428114,up_25k,4.423170432825976,25-50k,0.0,up_25k,4.081182120683582,up_25k
5617,FIXED / LAND PHONE,0,2,0,0,Medium,MU,Right,116.915,None,Low,2.0,0.0,1.0,1.0,Urban,129401.477595,35177.82471,4453.853400000001,22637.05469600001,10284.607362,0.0,7,0.8450980400142568,up_10yrs,52.0,40-55yrs,59.0,1.7708520116421442,50-60yrs,4.769964025913829,100-200m2,5.111939235433851,100-250k,3.6487359179923944,2.5-5k,4.5462689804980165,25-40k,4.354819920198001,up_25k,0.0,up_25k,4.012187716179334,up_25k
5618,FIXED / LAND PHONE,0,2,0,0,Medium,BA,Right,80.266,None,Low,0.0,0.0,0.0,0.0,Urban,75642.060195,31462.32411,3976.1514,20266.219496,9196.500162,0.0,7,0.8450980400142568,up_10yrs,45.0,40-55yrs,55.0,1.7403626894942439,50-60yrs,4.3977277248999656,up_100m2,4.878763348823657,up_100k,3.599462912680185,2.5-5k,4.497790800641602,25-40k,4.306772742025333,up_25k,0.0,up_25k,3.9636225828331852,up_25k
5619,MOBILE PHONE,0,2,0,0,High,MA,Right,90.584,One,Low,2.0,2.0,1.0,0.0,Urban,226488.592395,19359.746909999998,7881.7734,39649.69469600001,18092.647362,55130.68332,7,0.8450980400142568,up_10yrs,40.0,up_40yrs,59.0,1.7708520116421442,50-60yrs,4.517256583933985,up_100m2,5.35504633268586,100-250k,3.896623944796999,7.5-10k,4.286899675477081,up_25k,4.598239847584191,25-50k,10.917479844765328,50-100k,4.257502118578335,up_25k
5620,MOBILE PHONE,0,2,0,0,Medium,CA,Right,37.5334,None,Low,3.0,1.0,0.0,0.0,Urban,170326.81399499995,46416.55851,5898.839400000003,29808.466696000003,13575.964362,0.0,8,0.9030899869919435,up_10yrs,36.0,up_40yrs,13.0,1.1139433523068367,10-20yrs,3.651525397672477,up_100m2,5.231283022909093,100-250k,3.770766572361172,5-7.5k,4.666672937164203,40-60k,4.474339637133181,25-50k,0.0,up_25k,4.132770689253118,up_25k
5621,FIXED / LAND PHONE,0,2,0,0,Medium,GI,Right,219.492,One,Low,2.0,1.0,0.0,0.0,Urban,242641.495395,66275.27991000001,8452.1034,42480.203495999995,10199.196162,59122.95732000001,7,0.8450980400142568,15-20yrs,44.0,40-55yrs,60.0,1.7781512503836436,50-60yrs,5.395861413049585,200-300m2,5.384965073859628,100-250k,3.9269648014156218,7.5-10k,4.821351570627866,60-80k,4.6281865885107525,25-50k,10.987391490459029,50-100k,4.008565944686973,up_25k
5622,MOBILE PHONE,0,2,0,0,High,SE,Right,701.8919999999997,One,Low,1.0,1.0,1.0,1.0,Urban,205236.583695,56003.31891,7131.4254,35925.727496,16383.513162000001,57686.26032000001,8,0.9030899869919435,up_10yrs,49.0,40-55yrs,42.0,1.6232492903979006,40-50yrs,6.555203252697258,700-800m2,5.312254776911244,100-250k,3.8531763435243005,5-7.5k,4.748213765248842,40-60k,4.555405571358787,25-50k,10.96279163643701,50-100k,4.214407034376407,up_25k
5623,MOBILE PHONE,0,4,0,0,Very High,TO,Right,109.7594,None,Low,2.0,2.0,0.0,1.0,Urban,180464.021595,49200.38991000001,6256.7514,31584.77069600001,14391.208362,0.0,9,0.9542425094393249,up_10yrs,52.0,40-55yrs,13.0,1.1139433523068367,10-20yrs,4.707360281169995,100-200m2,5.256390631281979,100-250k,3.7963488994632053,5-7.5k,4.691968544537492,40-60k,4.499477728283629,25-50k,0.0,up_25k,4.15809726113023,up_25k
5624,MOBILE PHONE,0,2,0,0,Low,HU,Right,306.5920000000001,One,Low,1.0,0.0,0.0,1.0,Urban,242524.156095,66243.06171000001,8447.9634,42459.621095999995,19382.277762,0.0,8,0.9030899869919435,up_10yrs,54.0,40-55yrs,52.0,1.7160033436347992,50-60yrs,5.72877422949094,300-400m2,5.384755002056987,100-250k,3.92675202365417,7.5-10k,4.821140397041153,60-80k,4.6279761142611955,25-50k,0.0,up_25k,4.287404813031567,up_25k
5625,FIXED / LAND PHONE,0,2,0,0,Medium,LL,Right,69.2244,None,Low,0.0,2.0,1.0,0.0,Urban,272612.870595,24287.93451,3053.723400000001,15688.297096,7095.4387620000025,0.0,8,0.9030899869919435,up_10yrs,51.0,40-55yrs,19.0,1.2787536009528289,10-20yrs,4.251695828987984,up_100m2,5.435546355887637,250-500k,3.4848296969987564,2.5-5k,4.385390583185084,up_25k,4.195575805158176,up_25k,0.0,up_25k,3.850979256174571,up_25k
5626,MOBILE PHONE,0,22,0,3,Very High,CO,Right,143.112,None,Low,3.0,1.0,0.0,0.0,Urban,109826.62879500001,29802.27411,3762.7074,21860.015496000004,8710.330362,0.0,13,1.1139433523068367,up_10yrs,62.0,55-65yrs,15.0,1.1760912590556813,10-20yrs,4.970590775041387,100-200m2,5.04070765283365,100-250k,3.575500447523655,2.5-5k,4.47424940487296,25-40k,4.339650465473927,up_25k,0.0,up_25k,3.9400346270711277,up_25k
5627,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,79.462,None,Low,3.0,1.0,0.0,0.0,Urban,113007.19189500001,24575.93271,3090.7494,15872.037896000002,7179.767562000001,0.0,8,0.9030899869919435,10-15yrs,37.0,up_40yrs,50.0,1.6989700043360187,40-50yrs,4.387785023284548,up_100m2,5.053106083314593,100-250k,3.490063793607718,2.5-5k,4.390510009235382,up_25k,4.20063269173072,up_25k,0.0,up_25k,3.8561103846079283,up_25k
5628,FIXED / LAND PHONE,0,2,0,0,Medium,A ,Right,75.66980000000002,None,Low,2.0,1.0,1.0,1.0,Rustic,210527.03119500002,46055.30391,5852.3994,29577.933095999997,13470.159762000001,40924.984319999996,8,0.9030899869919435,up_10yrs,63.0,55-65yrs,49.0,1.6901960800285136,40-50yrs,4.339507888985166,up_100m2,5.32330786618182,100-250k,3.7673339571144315,5-7.5k,4.663279652474295,40-60k,4.470967822251652,25-50k,10.619520453752173,25-50k,4.129372746676479,up_25k
5629,MOBILE PHONE,0,2,0,0,Medium,BA,Right,50.7056,One,Low,1.0,1.0,1.0,0.0,Urban,219416.539095,59897.34890999999,7632.077399999999,38410.462695999995,17523.895362,17917.09632,7,0.8450980400142568,up_10yrs,49.0,40-55yrs,23.0,1.3617278360175928,20-30yrs,3.9455660928631975,up_100m2,5.341269360553983,100-250k,3.8826427660752905,7.5-10k,4.777407600699204,40-60k,4.584449538748339,25-50k,9.79356644874303,up_25k,4.243630651271621,up_25k
5630,MOBILE PHONE,0,2,0,0,Medium,AL,Right,139.6816,One,Low,3.0,1.0,1.0,0.0,Urban,227836.607895,62209.62531,7929.3834,19296.273896,18201.059562000002,55463.86332,8,0.9030899869919435,10-15yrs,47.0,40-55yrs,34.0,1.5314789170422551,30-40yrs,4.946499180870648,100-200m2,5.35762350608839,100-250k,3.8992394172811626,7.5-10k,4.793857585584922,60-80k,4.285473454985202,up_25k,10.923505005912984,50-100k,4.260096670871644,up_25k
5631,MOBILE PHONE,0,4,0,0,Very High,BA,Right,59.0002,None,Low,1.0,1.0,1.0,1.0,Rustic,161023.95679499998,43861.84551,5570.375400000001,28178.276295999996,12827.779961999995,6943.270320000001,13,1.1139433523068367,up_10yrs,44.0,40-55yrs,20.0,1.3010299956639813,10-20yrs,4.094347895549879,up_100m2,5.206890494229795,100-250k,3.7458844642320352,5-7.5k,4.642086900892516,40-60k,4.449914423193796,25-50k,8.845672184153917,up_25k,4.108151501762421,up_25k
5632,FIXED / LAND PHONE,0,2,0,0,Medium,TO,Right,68.47399999999999,None,Low,0.0,1.0,0.0,1.0,Urban,222376.065795,20265.81291,2536.6014,13121.768296,5917.516962,0.0,7,0.8450980400142568,>25yrs,51.0,40-55yrs,50.0,1.6989700043360187,40-50yrs,4.240952581858191,up_100m2,5.34708804256597,100-250k,3.404252227812603,2.5-5k,4.306764029012649,up_25k,4.1179923647231345,up_25k,0.0,up_25k,3.7721395114667637,up_25k
5633,MOBILE PHONE,0,2,0,0,High,GR,Right,133.732,One,Low,3.0,1.0,0.0,0.0,Urban,195038.348895,53202.72951000001,7066.6794,34138.649895999995,15563.324561999998,40337.11332,7,0.8450980400142568,10-15yrs,51.0,40-55yrs,30.0,1.4771212547196624,20-30yrs,4.9032876201614,100-200m2,5.290120011752435,100-250k,3.849215388757875,5-7.5k,4.725933913887579,40-60k,4.533246341784243,25-50k,10.605052040954885,25-50k,4.192102374447206,up_25k
5634,MOBILE PHONE,0,2,0,1,Medium,BA,Right,133.732,None,Low,0.0,2.0,0.0,1.0,Urban,180875.136195,49313.28591000001,2917.7874,31656.809096000005,14424.270762,43857.15732000001,8,0.9030899869919435,>25yrs,49.0,40-55yrs,45.0,1.6532125137753437,40-50yrs,4.9032876201614,100-200m2,5.257378871141412,100-250k,3.4650536445243456,2.5-5k,4.6929639419964655,40-60k,4.500467137252843,25-50k,10.688716008321421,25-50k,4.159093866053422,up_25k
5635,MOBILE PHONE,0,10,0,1,High,GR,Right,269.07200000000006,None,Low,2.0,1.0,0.0,1.0,Urban,189592.899795,51707.32371,6579.0774,33184.462695999995,10286.378562000002,46011.78432000001,24,1.380211241711606,20-25yrs,51.0,40-55yrs,70.0,1.845098040014257,>60yrs,5.598688590115806,200-300m2,5.277822069090703,100-250k,3.8181649957139765,5-7.5k,4.713552059952348,40-60k,4.5209347901850405,25-50k,10.736674556858624,25-50k,4.01226250329854,up_25k
5636,FIXED / LAND PHONE,0,2,0,0,Medium,MA,Right,158.74980000000005,None,Low,3.0,2.0,1.0,0.0,Urban,363907.09309499996,63271.55331,10404.005399999998,108038.899496,30772.176162,16795.67832,7,0.8450980400142568,15-20yrs,49.0,40-55yrs,60.0,1.7781512503836436,50-60yrs,5.073608841300679,100-200m2,5.560990520719503,250-500k,4.017200568936137,>10k,4.801208496474022,60-80k,5.033580151734881,100-250k,9.728936426794743,up_25k,4.48815820998583,25-50k
5637,FIXED / LAND PHONE,0,28,0,3,High,BA,Wrong,124.62,None,Low,0.0,0.0,0.0,1.0,Urban,206225.38579499995,35431.07211,5717.3274,77178.21709600001,11064.993162,0.0,17,1.2304489213782739,15-20yrs,55.0,40-55yrs,88.0,1.9444826721501687,>60yrs,4.833261477026235,100-200m2,5.314342124730674,100-250k,3.757193062590717,5-7.5k,4.549384293863305,25-40k,4.887494741658123,50-100k,0.0,up_25k,4.043951149875876,up_25k
5638,MOBILE PHONE,0,18,0,3,High,VA,Right,117.317,None,Low,3.0,0.0,1.0,1.0,Urban,130000.517595,35342.330310000005,6562.6434,22742.057096000004,10332.798762,0.0,14,1.146128035678238,20-25yrs,71.0,65-75yrs,38.0,1.5797835966168101,30-40yrs,4.773367463111527,100-200m2,5.113945081446874,100-250k,3.8170788062651804,5-7.5k,4.5482951814867825,25-40k,4.356829745533575,up_25k,0.0,up_25k,4.014217971303098,up_25k
5639,MOBILE PHONE,0,2,0,0,Medium,LA,Right,74.77199999999998,None,Low,2.0,0.0,0.0,1.0,Rustic,267884.701695,15591.38931,1935.5994,10139.035495999999,4548.5761619999985,0.0,8,0.9030899869919435,up_10yrs,65.0,55-65yrs,65.0,1.8129133566428555,>60yrs,4.3277288312660325,up_100m2,5.427947912715519,250-500k,3.2868154788133537,up_2.5k,4.192884815816389,up_25k,4.00599664348964,up_25k,0.0,up_25k,3.6578754709956547,up_25k
5640,FIXED / LAND PHONE,0,6,0,0,Medium,AS,Right,295.87200000000007,two,Low,1.0,2.0,0.0,1.0,Urban,368573.088195,100858.03371,12898.4634,64547.26989600001,29519.519562,43095.62232,9,0.9542425094393249,10-15yrs,56.0,55-65yrs,28.0,1.4471580313422192,20-30yrs,5.693301069474689,200-300m2,5.566523621509498,250-500k,4.110537975675265,>10k,5.0037104970650255,>100k,4.809877877986227,50-100k,10.671199904575397,25-50k,4.4701092849507935,25-50k
5641,FIXED / LAND PHONE,0,4,0,0,Low,BA,Right,83.2274,None,Low,0.0,0.0,1.0,1.0,Urban,142743.397095,83575.60911,4924.9314,24974.979496000004,11357.610162,0.0,9,0.9542425094393249,>25yrs,43.0,40-55yrs,41.0,1.6127838567197355,40-50yrs,4.4335202839890435,up_100m2,5.154556028150609,100-250k,3.6924001855323207,2.5-5k,4.922079550471281,80-100k,4.397505140350364,up_25k,0.0,up_25k,4.055286957902838,up_25k
5642,MOBILE PHONE,0,4,0,0,High,TA,Right,65.2848,None,Low,0.0,2.0,0.0,1.0,Urban,156418.68469499995,42597.17091,5407.781400000002,27371.328296000003,12457.426962,0.0,8,0.9030899869919435,10-15yrs,49.0,40-55yrs,20.0,1.3010299956639813,10-20yrs,4.193960609972368,up_100m2,5.19428862963978,100-250k,3.7330191277019704,5-7.5k,4.629380756403762,40-60k,4.437295873684347,25-50k,0.0,up_25k,4.0954283495783255,up_25k
5643,FIXED / LAND PHONE,0,6,0,0,Very High,MA,Right,85.492,None,Low,1.0,2.0,1.0,1.0,Urban,186473.24689500002,36480.96711000001,6468.9354,32637.796295999997,14874.499961999998,45240.74532000001,10,1.0,up_10yrs,47.0,40-55yrs,51.0,1.7075701760979363,50-60yrs,4.4600519241116485,up_100m2,5.270616532877693,100-250k,3.8108328142161394,5-7.5k,4.562066342950488,25-40k,4.513720827508403,25-50k,10.719775508619412,25-50k,4.172442374911894,up_25k
5644,FIXED / LAND PHONE,0,2,0,0,Medium,BA,Right,107.5752,One,Low,2.0,0.0,0.0,1.0,Urban,206801.189595,56432.97891000001,7186.6673999999975,36199.891496,16509.342162,31675.24332,8,0.9030899869919435,up_10yrs,56.0,55-65yrs,27.0,1.4313637641589874,20-30yrs,4.687443020463858,100-200m2,5.315553032647525,100-250k,3.8565275461107995,5-7.5k,4.751532975842056,40-60k,4.558707268799489,25-50k,10.363322256826246,25-50k,4.217729768532007,up_25k
5645,MOBILE PHONE,0,6,0,0,Very High,BA,Right,47.2752,None,Low,1.0,0.0,1.0,0.0,Urban,189179.714295,34312.35591000001,4470.7014,34605.77389600001,25541.305962000002,38662.16832,9,0.9542425094393249,up_10yrs,50.0,40-55yrs,85.0,1.9294189257142926,>60yrs,3.87691797123712,up_100m2,5.276874565247213,100-250k,3.6503756641281746,2.5-5k,4.5354505380382975,25-40k,4.539148565901705,25-50k,10.56264270284457,25-50k,4.407243099567561,25-50k
5646,FIXED / LAND PHONE,0,2,0,0,Medium,VA,Right,50.39740000000001,One,Low,2.0,2.0,0.0,1.0,Urban,194748.083595,53123.00931,6761.0934,34087.783496000004,15539.979162,0.0,8,0.9030899869919435,up_10yrs,55.0,40-55yrs,13.0,1.1139433523068367,10-20yrs,3.939587587524136,up_100m2,5.289473192720923,100-250k,3.830016935466429,5-7.5k,4.72528266895238,40-60k,4.532598762837812,25-50k,0.0,up_25k,4.191450432107464,up_25k
5647,MOBILE PHONE,0,2,0,0,Medium,TA,Wrong,81.9678,None,Low,0.0,0.0,1.0,1.0,Urban,355893.201495,46148.29191,3424.1454,74677.026696,38382.18616200001,0.0,8,0.9030899869919435,20-25yrs,70.0,65-75yrs,52.0,1.7160033436347992,50-60yrs,4.418452580716598,up_100m2,5.5513196919054835,250-500k,3.534552197908431,2.5-5k,4.664155631086961,40-60k,4.873187017964419,50-100k,0.0,up_25k,4.5841297075295655,25-50k
5648,FIXED / LAND PHONE,0,2,0,0,Medium,BA,Right,26.1032,None,Low,2.0,1.0,0.0,1.0,Urban,140794.39939500001,38306.49291,4856.1174,24633.440296000004,11200.858961999998,0.0,7,0.8450980400142568,15-20yrs,38.0,up_40yrs,12.0,1.0791812460476249,10-20yrs,3.299651802095433,up_100m2,5.1485853795204175,100-250k,3.686289177563877,2.5-5k,4.583272392662917,25-40k,4.39152506946116,up_25k,0.0,up_25k,4.049251328755236,up_25k
5649,MOBILE PHONE,0,2,0,0,Medium,BA,Right,116.4728,None,Low,1.0,2.0,0.0,1.0,Urban,164863.89679499998,44916.35211,5705.9514,28851.170696000005,13136.608362,7146.63432,7,0.8450980400142568,10-15yrs,62.0,55-65yrs,19.0,1.2787536009528289,10-20yrs,4.766206817424713,100-200m2,5.217125560802873,100-250k,3.7563280682671305,5-7.5k,4.6524044777134455,40-60k,4.460163440247293,25-50k,8.874536716604709,up_25k,4.118483252605885,up_25k
5650,MOBILE PHONE,0,2,0,0,Medium,MA,Right,141.34320000000002,One,Low,2.0,0.0,0.0,1.0,Urban,236483.820495,64584.28431,8234.681400000001,44191.169096,18896.501562,57601.04832,7,0.8450980400142568,up_10yrs,36.0,up_40yrs,36.0,1.5563025007672873,30-40yrs,4.958241043001028,100-200m2,5.373801432980352,100-250k,3.915646800967996,7.5-10k,4.810126851310991,60-80k,4.6453354911578,25-50k,10.961313407162812,50-100k,4.276381407720651,up_25k
5651,MOBILE PHONE,0,2,0,0,Very High,ZA,Right,125.4776,One,Low,2.0,0.0,1.0,1.0,Urban,261319.422195,71404.52571,8396.3034,45753.12669600001,20893.849362,63739.28232000001,7,0.8450980400142568,up_10yrs,56.0,55-65yrs,51.0,1.7075701760979363,50-60yrs,4.840065217389115,100-200m2,5.417171689247606,250-500k,3.924088123403112,7.5-10k,4.853725738787249,60-80k,4.660420778411642,25-50k,11.062572017205321,50-100k,4.320018459255971,up_25k
5652,MOBILE PHONE,1,2,1,1,Medium,GI,Right,143.42020000000005,two,Low,2.0,0.0,1.0,1.0,Urban,325025.231895,88899.12171,11360.8854,33773.901895999996,26017.266762,73679.35932,8,0.9030899869919435,15-20yrs,45.0,40-55yrs,31.0,1.4913616938342726,30-40yrs,4.9727271058718205,100-200m2,5.511917076817073,250-500k,4.05541217902906,>10k,4.948897470324717,80-100k,4.528581237538317,25-50k,11.207491547681684,50-100k,4.415261669914632,25-50k
5653,FIXED / LAND PHONE,0,2,0,0,Medium,BA,Right,132.2982,None,Low,1.0,2.0,0.0,1.0,Urban,437549.665995,48835.040310000004,8154.059400000001,27989.175496000003,10545.441162000001,51849.99432000001,8,0.9030899869919435,up_10yrs,73.0,65-75yrs,17.0,1.2304489213782739,10-20yrs,4.8925887237176475,100-200m2,5.641027356657396,250-500k,3.9113738708392507,7.5-10k,4.688731550535463,40-60k,4.446990105225306,25-50k,10.856129390330116,50-100k,4.023064752896231,up_25k
5654,MOBILE PHONE,0,2,0,0,Very High,CO,Right,72.092,None,Low,3.0,0.0,0.0,1.0,Rustic,125120.59969500001,11021.28111,1348.0074000000004,7222.873896000001,3210.188562000001,0.0,8,0.9030899869919435,up_10yrs,40.0,up_40yrs,58.0,1.7634279935629373,50-60yrs,4.291718921642348,up_100m2,5.097328817266326,100-250k,3.129692276301931,up_2.5k,4.042232079694151,up_25k,3.858710032588462,up_25k,0.0,up_25k,3.506530543006416,up_25k
5655,MOBILE PHONE,0,2,0,0,Medium,GI,Right,38.5652,None,Low,3.0,2.0,1.0,0.0,Urban,108207.816795,47367.75771000001,4547.4174,13010.441095999999,21198.446562,125917.23132,7,0.8450980400142568,10-15yrs,53.0,40-55yrs,33.0,1.5185139398778875,30-40yrs,3.67794994402121,up_100m2,5.0342586347845435,100-250k,3.6577648192143553,2.5-5k,4.675482826627416,40-60k,4.1142920207976665,up_25k,11.743388017491592,100-250k,4.326304036670724,up_25k
5656,MOBILE PHONE,0,2,0,0,Medium,BA,Right,51.8982,One,Low,0.0,1.0,1.0,0.0,Urban,254442.98119499997,69516.15111,8868.7854,44548.198696,20340.841362,11890.88532,8,0.9030899869919435,up_10yrs,68.0,65-75yrs,17.0,1.2304489213782739,10-20yrs,3.9683693118203123,up_100m2,5.405590475369174,250-500k,3.9478641463033366,7.5-10k,4.842085718590756,60-80k,4.648830148054077,25-50k,9.383611540613703,up_25k,4.3083689127615905,up_25k
5657,MOBILE PHONE,0,2,0,0,Medium,BA,Right,38.48480000000001,One,Low,1.0,1.0,0.0,0.0,Rustic,228023.796195,62261.03331,7935.989399999998,39918.713096,18216.114762,55510.14132,8,0.9030899869919435,up_10yrs,37.0,up_40yrs,110.0,2.041392685158225,>60yrs,3.6759157877220776,up_100m2,5.357980171636029,100-250k,3.8996010790648996,7.5-10k,4.794216324138131,60-80k,4.601176532006248,25-50k,10.924339024092548,50-100k,4.260455753682313,up_25k
5658,MOBILE PHONE,0,2,0,0,Medium,ZA,Right,72.025,None,Low,3.0,0.0,1.0,0.0,Urban,138724.78639499994,56540.77191,5217.4494,28676.381095999997,12472.924961999996,12466.87632,7,0.8450980400142568,10-15yrs,57.0,55-65yrs,22.0,1.3424226808222062,20-30yrs,4.290801848273805,up_100m2,5.142154064770801,100-250k,3.7174582458721646,5-7.5k,4.752361733300391,40-60k,4.457524343327546,25-50k,9.430910721043352,up_25k,4.095968309605211,up_25k
5659,MOBILE PHONE,0,2,0,0,Very High,MA,Right,137.2562,two,Low,1.0,2.0,0.0,1.0,Urban,523281.193695,143343.25551,4910.8734,91656.917096,41961.633762,81959.04432,8,0.9030899869919435,10-15yrs,75.0,65-75yrs,27.0,1.4313637641589874,20-30yrs,4.929108485689827,100-200m2,5.718735126825943,500-750k,3.6911587383690088,2.5-5k,5.1563772636327085,>100k,4.9621652455477365,50-100k,11.313987143104276,50-100k,4.622852388959281,25-50k
